Customer ID,Date,Delivery Time (Minutes),Estimated Time to Delivery (Minutes),Delivery Meal Name,Location,Delivery Temperature,Desired Temperature,Customer Class Subscription,Monthly Premium,Location Code,Meal Quantity,Gender,Meal Price,Quantity,Claims,Refunded,Refunded Customer,Open Complaints,Amount Refunded,Location Coordinates,Weather Conditions,Feedback
ad72531f-0d92-44a8-8e83-074c5a511fa3,2/5/2024,37,46,Noodles,"Brampton, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,F,38.66,2,3,2,2,0,9.66,"(43.68, -79.76)",Rainy,Good
51537221-a7a0-4d85-ae5d-d516c3ba85b7,7/20/2023,47,57,Omelette,"Mississauga, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,F,52.05,3,1,2,1,1,10.41,"(43.59, -79.64)",Windy,Good
e78aa447-0f5c-46ff-a9a2-12b54f1bc87d,2/22/2023,29,44,Kebab,"Kingston, Ontario, Canada",Cold,Cold,Basic,14,Urban,Large,M,19.25,4,2,0,0,1,4.81,"(44.23, -76.48)",Sunny,Good
cd160e85-9f97-403b-a4f1-2c0f94f3f4d5,1/12/2024,24,47,Waffles,"London, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,M,103.17,1,1,2,1,1,34.39,"(42.98, -81.23)",Snow,Bad
3a3faf37-6782-4e70-ac98-d0f476f26b1b,12/25/2023,32,55,Burrito,"Toronto, Ontario, Canada",Cold,Cold,Basic,14,Urban,Small,F,79.08,5,0,2,1,1,11.3,"(43.7, -79.42)",Sunny,Good
8add7e14-afcf-41e0-858d-edeef6b2fa8d,7/23/2023,47,50,Donuts,"Markham, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Small,M,74.21,4,0,2,1,1,12.37,"(43.88, -79.27)",Snow,Good
7e0289fa-917d-44e9-a41a-122297a42f7f,12/3/2023,23,21,Dumplings,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,36.8,3,3,0,1,1,12.27,"(43.7, -79.42)",Windy,Good
bccb3766-fd8b-4f0d-a30c-0006e39bfcb5,9/4/2023,45,27,Omelette,"Hamilton, Ontario, Canada",Hot,Hot,Basic,14,Rural,Large,M,63.23,5,2,2,0,1,9.03,"(43.26, -79.87)",Windy,Good
b2781f54-6c09-4ce5-a817-025a60000bfa,4/23/2023,45,53,Sausage Roll,"Vaughan, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,115.03,5,3,2,2,1,16.43,"(43.84, -79.51)",Sunny,Good
beed9709-2cd7-4b60-a411-3d10a475b593,9/14/2023,43,56,Waffles,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,41.81,3,2,2,2,0,8.36,"(43.7, -79.42)",Snow,Good
2f7ec9a7-d2c9-4a32-9fce-ec519be8a8d5,1/16/2024,29,27,Kebab,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,39.05,5,1,2,1,1,5.58,"(43.7, -79.42)",Snow,Good
780039ed-7d91-47ba-9186-d7fb6788af9d,12/3/2023,47,51,Pancakes,"Kingston, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,90.1,1,3,0,1,1,90.1,"(44.23, -76.48)",Sunny,Good
c200704c-9617-4c19-aa47-b19a45c36373,2/3/2024,31,28,Dumplings,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,111.95,2,3,2,0,0,27.99,"(43.7, -79.42)",Sunny,Good
149121aa-d294-4580-a872-7fd7469b27f6,5/4/2023,58,28,Omelette,"Mississauga, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,F,70.64,2,3,0,1,1,35.32,"(43.59, -79.64)",Windy,Bad
dea56a1d-bd3f-4623-839e-e4ab8d1caf07,4/12/2023,24,23,Steak,"Thunder Bay, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,89.41,5,1,2,1,1,12.77,"(48.38, -89.25)",Snow,Bad
d2c37315-f31f-4e47-aa04-b42856b192b2,4/28/2023,40,23,Sausage Roll,"Ottawa, Ontario, Canada",Hot,Cold,Basic,14,Urban,Small,M,35.27,3,3,2,1,0,7.05,"(45.42, -75.69)",Snow,Bad
64313469-2b43-4f47-8727-ba7295c07185,12/12/2023,59,27,Sashimi,"Oakville, Ontario, Canada",Hot,Cold,Basic,14,Urban,Small,M,93.38,3,0,2,0,0,18.68,"(43.45, -79.68)",Windy,Bad
70e87aad-2717-471b-82ff-2ca4973166a3,10/19/2023,57,32,Quiche,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Rural,Large,F,71.43,5,3,2,2,1,10.2,"(43.7, -79.42)",Windy,Bad
fa6eed00-574b-44da-8278-1148d9ae8fab,11/16/2023,29,54,Kebab,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Rural,Small,M,84.47,5,1,2,2,0,12.07,"(43.7, -79.42)",Snow,Bad
992e7e87-a32f-4ddb-84ff-5f950809ef66,1/15/2024,49,52,Tacos,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,111.97,4,3,2,1,0,18.66,"(43.7, -79.42)",Snow,Good
1a63763c-d1a7-46df-8a03-a344e49515af,2/17/2023,25,59,Donuts,"Oshawa, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,17.47,1,3,2,2,1,5.82,"(43.89, -78.86)",Sunny,Good
6412b4b9-9b95-4ff5-bc18-b0bf13082842,7/15/2023,32,32,Donuts,"Hamilton, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Large,M,78.18,3,1,1,0,0,19.55,"(43.26, -79.87)",Sunny,Bad
3b1dd289-d00c-40c7-9e36-11c6f8d18978,3/26/2023,57,24,Noodles,"Mississauga, Ontario, Canada",Hot,Cold,Premium,27,Suburban,Large,M,80.32,3,0,2,1,1,16.06,"(43.59, -79.64)",Snow,Bad
6812cdba-a6e2-4a00-ac7f-a15baa2a8ba4,3/5/2023,43,25,Quiche,"Oakville, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,F,67.75,5,0,2,2,1,9.68,"(43.45, -79.68)",Snow,Good
117eae30-4f03-4bfa-833f-93b5947ac194,8/18/2023,50,25,Donuts,"Milton, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,42.57,3,3,2,0,1,8.51,"(43.52, -79.88)",Snow,Good
5d02bc4f-78d1-4314-b4aa-e7bdc453732e,6/28/2023,45,27,Pasta,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,38.92,5,1,2,2,1,5.56,"(43.7, -79.42)",Windy,Good
ba675edc-9e74-4094-95db-56d72e4175ea,3/12/2023,24,54,Tacos,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,F,65.09,3,1,2,2,0,13.02,"(43.7, -79.42)",Windy,Bad
f4b8bd10-3429-4a8f-895d-1d1485bdf590,1/25/2024,59,58,Noodles,"Hamilton, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,18.67,5,3,2,1,1,2.67,"(43.26, -79.87)",Windy,Bad
0e75ce77-564a-47c1-ab83-100cc7a2f3f6,2/19/2023,42,46,Noodles,"Markham, Ontario, Canada",Hot,Hot,Premium,27,Rural,Small,M,79.34,3,1,2,2,0,15.87,"(43.88, -79.27)",Windy,Good
fb5db9d2-038f-41fd-8cf1-68feef3ad41d,12/14/2023,25,33,Pasta,"Kitchener, Ontario, Canada",Cold,Cold,Premium,27,Urban,Large,M,21.88,4,2,2,1,0,3.65,"(43.45, -80.49)",Snow,Good
98512204-68a1-4084-97a9-79e1513c707d,6/16/2023,32,56,Noodles,"Milton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,M,79.67,4,1,2,1,1,13.28,"(43.52, -79.88)",Sunny,Bad
ef71e44d-5a1f-4a43-ae35-06a7522065f7,9/8/2023,23,21,Waffles,"Toronto, Ontario, Canada",Cold,Cold,Basic,14,Urban,Large,M,88.38,1,3,2,2,0,29.46,"(43.7, -79.42)",Windy,Good
25997cde-b15e-4495-aa95-814bf6cc5261,2/14/2023,35,55,Burrito,"Milton, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,107.26,2,2,1,2,1,35.75,"(43.52, -79.88)",Snow,Good
d76240b7-bb8e-4c92-b383-f50acea6ae2d,9/21/2023,27,59,Pasta,"Hamilton, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,F,75.51,3,1,2,2,1,15.1,"(43.26, -79.87)",Sunny,Good
d1de46a0-7b3d-4854-a1f9-0e2dbbbe445a,2/28/2023,31,40,Quiche,"Sudbury, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,18.79,5,1,2,1,1,2.68,"(46.49, -80.99)",Snow,Good
ba385b39-e7ab-4338-a6ec-bd4c8effc290,6/26/2023,26,51,Sushi,"Kingston, Ontario, Canada",Hot,Cold,Premium,27,Suburban,Large,M,58.75,3,0,2,1,0,11.75,"(44.23, -76.48)",Windy,Bad
4fe72c60-3426-4255-96c8-fd836b51781a,4/4/2023,41,60,Omelette,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,M,42.36,3,2,2,2,1,8.47,"(43.7, -79.42)",Snow,Good
5876442a-16bc-4b62-8457-8ed21683805f,11/30/2023,16,54,Noodles,"Oakville, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,29.75,3,1,0,2,1,9.92,"(43.45, -79.68)",Sunny,Good
284c6f3f-4739-4d84-b0db-769d7fb84942,7/22/2023,55,51,Pasta,"Mississauga, Ontario, Canada",Hot,Hot,Basic,14,Rural,Large,F,112.61,5,3,1,1,0,18.77,"(43.59, -79.64)",Snow,Good
09505f6f-d518-426e-baf5-c77c229a8065,2/21/2023,24,22,Omelette,"Toronto, Ontario, Canada",Cold,Cold,Premium,27,Urban,Small,M,97.2,5,3,2,1,1,13.89,"(43.7, -79.42)",Rainy,Good
9fcfa595-e2ed-4885-8a55-01efd646e558,8/18/2023,43,25,Steak,"Guelph, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,32.67,1,2,2,2,1,10.89,"(43.54, -80.25)",Windy,Good
b49bc4ff-21ae-4275-bf68-19599dd4e0c1,9/16/2023,26,60,Sashimi,"Markham, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,104.45,5,2,0,0,1,20.89,"(43.88, -79.27)",Snow,Good
113709ee-5594-46c9-8100-d8a4a7da0919,4/22/2023,49,23,Quiche,"Brampton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,M,112.07,5,3,2,2,0,16.01,"(43.68, -79.76)",Snow,Bad
9302e6ea-5c13-428a-88e9-11e854614877,7/11/2023,41,29,Omelette,"Sudbury, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,46.55,3,0,1,1,1,11.64,"(46.49, -80.99)",Sunny,Good
adfbdff9-a190-4ce9-8539-0d10d079aaef,4/28/2023,37,50,Noodles,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,M,113.1,1,1,2,0,1,37.7,"(43.7, -79.42)",Snow,Good
68452e80-4f07-42a2-ba91-3829cb6a1a45,11/19/2023,34,41,Omelette,"Barrie, Ontario, Canada",Hot,Cold,Premium,27,Suburban,Large,M,113.64,3,0,2,2,1,22.73,"(44.39, -79.69)",Windy,Bad
26bc2c95-ac98-4aea-a75d-809cf5239c14,11/27/2023,41,44,Sausage Roll,"Hamilton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,F,112.12,5,3,0,1,0,22.42,"(43.26, -79.87)",Rainy,Bad
c238bc2d-7daf-4b6d-a0d9-ad8f77d41a1f,3/20/2023,32,55,Pasta,"Ottawa, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,39.91,3,1,0,1,1,13.3,"(45.42, -75.69)",Windy,Good
8f05c07a-68fb-4388-b5f0-1e4d7dda8f0d,4/2/2023,15,25,Sausage Roll,"Waterloo, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,M,92.29,1,3,2,1,1,30.76,"(43.47, -80.54)",Sunny,Good
4ca642ce-e9f1-45d8-be74-45b3df6464a2,7/2/2023,42,31,Dumplings,"Hamilton, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,F,63.23,5,2,2,0,1,9.03,"(43.26, -79.87)",Rainy,Good
6cfcb5be-c36f-411d-b96f-27f4d1610c0f,1/27/2024,44,49,Noodles,"Hamilton, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,F,14.58,3,0,2,2,1,2.92,"(43.26, -79.87)",Snow,Bad
955472f8-fbf1-4796-b84d-2cbc19689cd3,7/17/2023,35,51,Donuts,"Toronto, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,87.97,5,3,2,1,1,12.57,"(43.7, -79.42)",Sunny,Bad
3152cc42-08a5-49d9-8476-8856b1cf8b4c,8/18/2023,48,33,Steak,"Kitchener, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,F,76.55,5,3,0,2,0,15.31,"(43.45, -80.49)",Snow,Bad
444f1e12-9421-4624-ba64-8f4f37a9dd5a,2/2/2024,33,51,Noodles,"Niagara Falls, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,116.8,1,1,1,2,1,58.4,"(43.08, -79.07)",Snow,Bad
5ffd92d2-2ef2-4717-981a-fae2d111c02e,4/7/2023,46,58,Pasta,"Hamilton, Ontario, Canada",Cold,Hot,Premium,27,Urban,Small,M,62.25,1,2,0,2,0,62.25,"(43.26, -79.87)",Windy,Bad
281c4476-b1b7-48b9-b03f-f71ed4cc4fb1,2/8/2024,32,41,Dumplings,"Hamilton, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,F,95.75,5,1,2,0,0,13.68,"(43.26, -79.87)",Windy,Good
2837ded9-6b26-46bd-a9cc-12b6b9f10436,2/21/2023,20,39,Meat Pie,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Rural,Large,M,107.91,5,3,0,1,0,21.58,"(43.7, -79.42)",Windy,Good
7cf59d3f-dd7f-43ba-b1ed-7bad954d355e,10/5/2023,27,38,Noodles,"Brampton, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,67.34,5,3,0,1,1,13.47,"(43.68, -79.76)",Windy,Good
1af3bf11-908a-478b-868d-9a1dd9b269d8,3/22/2023,45,34,Tacos,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,119.07,5,1,2,1,1,17.01,"(43.7, -79.42)",Windy,Good
1764fcde-8ccf-4080-8503-65caaabe76ca,10/2/2023,39,37,Fried Chicken,"Waterloo, Ontario, Canada",Cold,Hot,Premium,27,Rural,Large,M,71.65,3,1,2,2,1,14.33,"(43.47, -80.54)",Rainy,Bad
5d8e5996-dd37-47d2-93e3-d7bbc53fef3a,12/10/2023,42,37,Meat Pie,"Guelph, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,45.12,3,0,2,2,0,9.02,"(43.54, -80.25)",Snow,Good
604ebad1-6be0-4c60-bd57-991d248e1961,8/5/2023,46,49,Fried Chicken,"Barrie, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,35.47,2,3,1,2,1,11.82,"(44.39, -79.69)",Rainy,Bad
628a4f55-3bcc-41d6-a95c-d44d365dbe0c,6/6/2023,47,42,Omelette,"Sudbury, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,M,108.01,5,1,2,0,1,15.43,"(46.49, -80.99)",Windy,Bad
b13c050e-c042-4757-aade-5547ba75df58,3/20/2023,52,51,Kebab,"Ottawa, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,83.24,3,3,2,1,0,16.65,"(45.42, -75.69)",Rainy,Bad
286141f2-7b5e-472d-a287-568017481a4f,2/22/2023,55,56,Pizza,"Vaughan, Ontario, Canada",Hot,Cold,Basic,14,Urban,Large,F,119.05,3,0,2,2,0,23.81,"(43.84, -79.51)",Snow,Bad
9a43fafc-b266-45ef-82f6-7a20c08bebce,6/19/2023,57,42,Noodles,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,97.65,4,3,2,2,0,16.28,"(43.7, -79.42)",Snow,Good
bb2358db-40e2-404c-9148-02b90d107926,2/10/2024,53,60,Omelette,"Hamilton, Ontario, Canada",Hot,Cold,Premium,27,Urban,Large,M,59.21,1,3,0,1,1,59.21,"(43.26, -79.87)",Windy,Bad
b6be41d9-68d5-491b-b584-6e4ee1ca5911,8/20/2023,16,34,Omelette,"Thunder Bay, Ontario, Canada",Hot,Hot,Basic,14,Urban,Large,M,84.93,3,3,0,2,1,28.31,"(48.38, -89.25)",Sunny,Good
9a682608-6f5a-4662-9efe-2e67d3465cc8,7/30/2023,45,25,Tacos,"Milton, Ontario, Canada",Hot,Cold,Premium,27,Suburban,Large,F,33.07,2,2,2,2,1,8.27,"(43.52, -79.88)",Snow,Bad
a0d6da92-7842-4059-a0d3-780bafa5cd85,7/1/2023,56,37,Kebab,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,119.23,5,3,2,2,1,17.03,"(43.7, -79.42)",Snow,Good
0cb4564c-6306-4594-b6ce-2dc4c3e046b9,9/4/2023,29,24,Pasta,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,M,79.1,3,3,2,2,1,15.82,"(43.7, -79.42)",Snow,Good
fa1e5df1-fcfd-40af-82ab-420d8028f989,12/18/2023,41,48,Kebab,"Sudbury, Ontario, Canada",Cold,Hot,Premium,27,Rural,Large,F,23.66,5,3,1,0,1,3.94,"(46.49, -80.99)",Snow,Bad
cd6d5506-caa5-42da-9c72-6ffe426583b2,1/4/2024,56,48,Pasta,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Rural,Small,M,25.26,5,3,2,0,1,3.61,"(43.7, -79.42)",Windy,Good
e26d4302-7758-4260-98db-8038159c4ea7,4/23/2023,50,31,Pizza,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,F,94.84,2,0,0,1,1,47.42,"(43.7, -79.42)",Windy,Bad
990b009b-f151-40ab-a98e-3d7ded07206a,8/22/2023,48,52,Pizza,"Ottawa, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,79.71,1,3,1,0,0,39.85,"(45.42, -75.69)",Sunny,Bad
b5d59274-1975-48f3-8d7e-ce7cdfbfb35d,12/11/2023,20,53,Sushi,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,M,108.87,5,3,2,1,0,15.55,"(43.7, -79.42)",Sunny,Bad
3fb7e68a-eacb-45b3-8474-a8282e7e0198,8/6/2023,56,27,Fried Chicken,"Mississauga, Ontario, Canada",Cold,Hot,Basic,14,Urban,Large,M,100.95,1,3,0,1,1,100.95,"(43.59, -79.64)",Snow,Bad
7392d370-e12d-4eb4-966a-8ae304197464,4/25/2023,56,23,Dumplings,"Barrie, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Large,M,54.45,2,3,0,1,1,27.23,"(44.39, -79.69)",Windy,Good
604158af-3e13-42fc-b7df-435467aaf319,3/5/2023,25,53,Noodles,"Mississauga, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,M,23.55,1,2,2,1,1,7.85,"(43.59, -79.64)",Windy,Good
38fab916-2f81-41ea-9851-aee30b348ef6,7/22/2023,52,32,Noodles,"Mississauga, Ontario, Canada",Cold,Hot,Basic,14,Urban,Small,F,57.22,3,0,2,1,0,11.44,"(43.59, -79.64)",Sunny,Bad
3ab50659-2ecf-40f3-98e5-d8f68bee8844,7/7/2023,26,22,Dumplings,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,M,62.8,5,3,0,2,0,12.56,"(43.7, -79.42)",Snow,Good
d6b2d727-c528-49ef-8bf8-e66d85190e54,7/19/2023,58,24,Sashimi,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Rural,Small,F,21.16,3,1,2,0,0,4.23,"(43.7, -79.42)",Sunny,Good
e2a03081-1160-4a97-a9c5-222bf589edbe,3/6/2023,25,34,Omelette,"Sudbury, Ontario, Canada",Hot,Cold,Premium,27,Rural,Small,F,59.86,4,3,2,0,1,9.98,"(46.49, -80.99)",Snow,Bad
d3e93adb-5d9b-44ee-9bc2-67bbd2e7095a,2/15/2023,60,54,Noodles,"Kitchener, Ontario, Canada",Cold,Hot,Basic,14,Suburban,Small,F,103.9,1,3,0,2,1,103.9,"(43.45, -80.49)",Windy,Bad
a304a896-4eb1-45b1-a2b1-236fdc22f21e,4/16/2023,37,38,Omelette,"Waterloo, Ontario, Canada",Hot,Hot,Basic,14,Urban,Small,M,99.02,1,2,2,2,0,33.01,"(43.47, -80.54)",Snow,Good
cb71ccd6-f5de-4a28-baab-8484470d7b58,8/4/2023,22,54,Sashimi,"Toronto, Ontario, Canada",Cold,Hot,Basic,14,Rural,Large,F,61.95,4,2,2,1,1,10.33,"(43.7, -79.42)",Windy,Bad
adc79b79-dbbf-4eb6-945f-bec45e79f4bf,2/6/2024,35,50,Noodles,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Suburban,Small,M,68.48,5,3,2,1,1,9.78,"(43.7, -79.42)",Snow,Bad
0f80eba7-1c81-4fe7-81de-a91e01bdae61,12/25/2023,38,27,Burrito,"Windsor, Ontario, Canada",Cold,Hot,Premium,27,Rural,Large,F,72.26,1,2,2,2,1,24.09,"(42.31, -83.04)",Sunny,Bad
24d8e7af-e60f-4229-9b6f-8598fcaa1a34,12/8/2023,27,47,Tacos,"Waterloo, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,12.95,1,1,2,2,0,4.32,"(43.47, -80.54)",Windy,Good
d14d7c8e-bcf3-4954-b01e-666283dc66e8,8/25/2023,29,60,Waffles,"Thunder Bay, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,M,113.82,3,0,2,2,0,22.76,"(48.38, -89.25)",Sunny,Good
a835324e-8111-458a-8ca6-d0590aaff4e5,6/25/2023,45,32,Kebab,"Toronto, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,F,25.88,5,3,1,2,0,4.31,"(43.7, -79.42)",Windy,Good
fd91e2ed-032b-4227-ad0d-c8d3b834d45f,7/31/2023,24,56,Omelette,"Oakville, Ontario, Canada",Cold,Cold,Premium,27,Suburban,Large,M,78.23,3,2,0,2,0,26.08,"(43.45, -79.68)",Snow,Good
4a6d2156-0497-4e66-8e73-08a65ce3633a,1/5/2024,20,41,Pasta,"Mississauga, Ontario, Canada",Hot,Cold,Basic,14,Urban,Small,M,109.75,3,3,2,0,0,21.95,"(43.59, -79.64)",Snow,Bad
ec4568b5-76c5-4d24-8052-24c4b7427c98,12/10/2023,55,51,Steak,"Toronto, Ontario, Canada",Cold,Cold,Basic,14,Urban,Large,M,22.31,4,3,0,2,0,5.58,"(43.7, -79.42)",Rainy,Good
d23b8400-1b7d-4a6e-a052-5b18ac53e5e7,8/3/2023,17,24,Dumplings,"Toronto, Ontario, Canada",Hot,Hot,Premium,27,Urban,Small,M,88.71,3,2,2,1,0,17.74,"(43.7, -79.42)",Rainy,Good
a5322b7c-3cf0-456f-a17f-b359a77548d9,10/20/2023,18,22,Noodles,"Markham, Ontario, Canada",Hot,Hot,Premium,27,Suburban,Large,M,107.22,3,3,2,0,1,21.44,"(43.88, -79.27)",Snow,Good
8526235a-65dd-4f2e-8a74-99c267e2d82a,5/6/2023,25,53,Noodles,"Barrie, Ontario, Canada",Hot,Hot,Basic,14,Rural,Small,M,94.92,3,3,0,1,0,31.64,"(44.39, -79.69)",Sunny,Good
f122f297-df72-4978-90bc-c9318a6b61ea,6/28/2023,31,31,Sashimi,"Barrie, Ontario, Canada",Hot,Hot,Premium,27,Rural,Small,M,62.79,5,2,0,1,1,12.56,"(44.39, -79.69)",Snow,Good
fb2d57a9-56df-468e-8bdf-f96e4d595553,1/28/2024,44,57,Pizza,"Ottawa, Ontario, Canada",Hot,Hot,Premium,27,Urban,Large,F,52.7,3,2,2,1,1,10.54,"(45.42, -75.69)",Windy,Good
8de961db-4593-4ef4-8dc5-a80c9742f78f,3/10/2023,48,21,Quiche,"Toronto, Ontario, Canada",Cold,Hot,Premium,27,Urban,Large,M,63.16,1,1,0,1,0,63.16,"(43.7, -79.42)",Rainy,Bad
62657ac8-7250-4d47-938a-5c304b8be610,6/13/2023,39,29,Sashimi,"Toronto, Ontario, Canada",Hot,Cold,Basic,14,Urban,Small,M,71.34,3,3,1,0,0,17.84,"(43.7, -79.42)",Snow,Bad
a92e5bd1-50d2-4e8d-a9b8-16825fd948cb,5/12/2023,37,53,Meat Pie,"Ottawa, Ontario, Canada",Hot,Hot,Basic,14,Suburban,Small,F,31.5,1,1,2,1,0,10.5,"(45.42, -75.69)",Windy,Good
8a8104c9-ba64-4ffc-a88e-fe5867312d4d,6/1/2023,25,51,Steak,"Sudbury, Ontario, Canada",Hot,Cold,Basic,14,Rural,Small,M,113.11,1,1,2,1,1,37.7,"(46.49, -80.99)",Rainy,Bad
